Reaction,Potential,Symbol,Name,Atomic_Number,Atomic_Mass,Atomic_radius,Covalent_radius,Electrons,Electron_affinity,Period,group,group_name,Electron,environments_ox,environments_red
H2GeO3 + 4H+ + 4e- → Ge + 3H2O,-0.13,Ge,Germanium,32,72.63,125.0,121.0,32,1.232712,4,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",4,-1,0
GeO2 + 2H+ + 2e- → GeO + H2O,-0.12,Ge,Germanium,32,72.63,125.0,121.0,32,1.232712,4,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,-1,0
Ge2+ + 2e- → Ge,0.0,Ge,Germanium,32,72.63,125.0,121.0,32,1.232712,4,"<Group(symbol=IVA, name=Carbon group)>","<Group(symbol=IVA, name=Carbon group)>",2,0,0
H2 + 2e- → 2H-,-2.251,H,Hydrogen,1,1.008,25.0,32.0,1,0.754195,1,"<Group(symbol=IA, name=Alkali metals)>","<Group(symbol=IA, name=Alkali metals)>",2,0,0
2H2O + 2e- → H2 + 2OH-,-0.828,H,Hydrogen,1,1.008,25.0,32.0,1,0.754195,1,"<Group(symbol=IA, name=Alkali metals)>","<Group(symbol=IA, name=Alkali metals)>",2,0,1
2H+ + 2e- → H2,0.0,H,Hydrogen,1,1.008,25.0,32.0,1,0.754195,1,"<Group(symbol=IA, name=Alkali metals)>","<Group(symbol=IA, name=Alkali metals)>",2,-1,0
HfO(OH)2 + H2O + 4e- → Hf + 4OH-,-2.5,Hf,Hafnium,72,178.49,155.0,152.0,72,0.0139999999999999,6,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",4,0,1
Hf4+ + 4e- → Hf,-1.7,Hf,Hafnium,72,178.49,155.0,152.0,72,0.0139999999999999,6,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",4,0,0
HfO2+ + 2H+ + 4e- → Hf + H2O,-1.7,Hf,Hafnium,72,178.49,155.0,152.0,72,0.0139999999999999,6,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",4,-1,0
HfO2 + 4H+ + 4e- → Hf + 2H2O,-1.57,Hf,Hafnium,72,178.49,155.0,152.0,72,0.0139999999999999,6,"<Group(symbol=IVB, name=)>","<Group(symbol=IVB, name=)>",4,-1,0
HgS + 2e- → Hg + S2-,-0.69,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
[Hg(CN)4]2- + 2e- → Hg + 4CN-,-0.37,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
Hg2I2 + 2e- → 2Hg + 2I-,-0.041,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
HgI4 + 4e- → Hg + 4I-,-0.04,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",4,0,0
HgO + H2O + 2e- → Hg + 2OH-,0.098,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,1
Hg2Br2 + 2e- → 2Hg + 2Br-,0.14,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
[HgBr4]2- + 2e- → Hg + 4Br-,0.21,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
Hg2Cl2 + 2e- → 2Hg + 2Cl-,0.268,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
[HgCl4]2- + 2e- → Hg + 4Cl-,0.38,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
Hg2(IO3)2 + 2e- → 2Hg + 2IO3-,0.394,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
Hg2C2O4 + 2e- → 2Hg + C2O42-,0.415,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
(CH3COO)2Hg2 + 2e- → 2Hg + 2CH3COO-,0.51,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
Hg2SO4 + 2e- → 2Hg + SO42-,0.615,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
Hg22+ + 2e- → 2Hg,0.788,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
Hg2+ + 2e- → Hg,0.85,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
2Hg2+ + 2e- → Hg22+,0.92,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,0,0
HgO + 2H+ + 2e- → Hg + H2O,0.926,Hg,Mercury,80,200.592,150.0,133.0,80,,6,"<Group(symbol=IIB, name=)>","<Group(symbol=IIB, name=)>",2,-1,0
Ho(OH)3 + 3e- → Ho + 3OH-,-2.77,Ho,Holmium,67,164.93033,175.0,166.0,67,,6,,,3,0,1
Ho3+ + 3e- → Ho,-2.319,Ho,Holmium,67,164.93033,175.0,166.0,67,,6,,,3,0,0
IO3- + 2H2O + 4e- → IO- + 4OH-,0.14,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",4,0,1
2IO3- + 6H2O + 10e- → I2 + 12OH-,0.21,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",10,0,1
IO3- + 3H2O + 6e- → I- + 6OH-,0.25,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",6,0,1
ICN + 2e- → I- + CN-,0.3,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,0
H3IO62- + 3H2O + 8e- → I- + 9OH-,0.37,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",8,0,1
2IO- + 2H2O + 2e- → I2 + 4OH-,0.45,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,1
IO- + H2O + 2e- → I- + 2OH-,0.49,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,1
I2 + 2e- → 2I-,0.536,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,0
I3- + 2e- → 3I-,0.545,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,0
2ICN + 2H+ + 2e- → I2 + 2HCN,0.63,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,-1,0
H3IO62- + 2e- → IO3- + 3OH-,0.7,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,1
2IBr2- + 2e- → I2 + 4Br-,0.87,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,0
HIO + H+ + 2e- → I- + H2O,0.99,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,-1,0
2IBr + 2e- → I2 + 2Br-,1.02,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,0
2ICl2- + 2e- → I2 + 4Cl-,1.06,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,0
IO3- + 6H+ + 6e- → I- + 3H2O,1.085,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",6,-1,0
IO3- + 5H+ + 4e- → HIO + 2H2O,1.14,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",4,-1,0
2IO3- + 12H+ + 10e- → I2 + 6H2O,1.19,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",10,-1,0
2ICl + 2e- → I2 + 2Cl-,1.19,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,0,0
H5IO6 + 7H+ + 8e- → I- + 6H2O,1.24,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",8,-1,0
2ICl3 + 6e- → I2 + 6Cl-,1.28,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",6,0,0
2HIO + 2H+ + 2e- → I2 + 2H2O,1.45,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,-1,0
H5IO6 + H+ + 2e- → IO3- + 3H2O,1.6,I,Iodine,53,126.90447,140.0,133.0,53,3.0590368,5,"<Group(symbol=VIIA, name=Halogens)>","<Group(symbol=VIIA, name=Halogens)>",2,-1,0
In(OH)3 + 3e- → In + 3OH-,-1.0,In,Indium,49,114.818,155.0,142.0,49,0.3,5,"<Group(symbol=IIIA, name=Boron group)>","<Group(symbol=IIIA, name=Boron group)>",3,0,1
In3+ + 2e- → In+,-0.45,In,Indium,49,114.818,155.0,142.0,49,0.3,5,"<Group(symbol=IIIA, name=Boron group)>","<Group(symbol=IIIA, name=Boron group)>",2,0,0
In3+ + 3e- → In,-0.34,In,Indium,49,114.818,155.0,142.0,49,0.3,5,"<Group(symbol=IIIA, name=Boron group)>","<Group(symbol=IIIA, name=Boron group)>",3,0,0
In+ + e- → In,-0.25,In,Indium,49,114.818,155.0,142.0,49,0.3,5,"<Group(symbol=IIIA, name=Boron group)>","<Group(symbol=IIIA, name=Boron group)>",1,0,0
IrO2 + 2H2O + 4e- → Ir + 4OH-,0.1,Ir,Iridium,77,192.217,135.0,122.0,77,1.5638,6,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",4,0,1
Ir2O3 + 3H2O + 6e- → 2Ir + 6OH-,0.1,Ir,Iridium,77,192.217,135.0,122.0,77,1.5638,6,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",6,0,1
[IrCl6]3- + 3e- → Ir + 6Cl-,0.77,Ir,Iridium,77,192.217,135.0,122.0,77,1.5638,6,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",3,0,0
[IrCl6]2- + 4e- → Ir + 6Cl-,0.83,Ir,Iridium,77,192.217,135.0,122.0,77,1.5638,6,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",4,0,0
IrO2 + 4H+ + 4e- → Ir + 2H2O,0.93,Ir,Iridium,77,192.217,135.0,122.0,77,1.5638,6,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",4,-1,0
Ir3+ + 3e- → Ir,1.0,Ir,Iridium,77,192.217,135.0,122.0,77,1.5638,6,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",3,0,0
[IrCl6]2- + e- → [IrCl6]3-,1.017,Ir,Iridium,77,192.217,135.0,122.0,77,1.5638,6,"<Group(symbol=VIIIB, name=)>","<Group(symbol=VIIIB, name=)>",1,0,0
K+ + e- → K,-2.924,K,Potassium,19,39.0983,220.0,196.0,19,0.50147,4,"<Group(symbol=IA, name=Alkali metals)>","<Group(symbol=IA, name=Alkali metals)>",1,0,0
La(OH)3 + 3e- → La + 3OH-,-2.9,La,Lanthanum,57,138.90547,195.0,180.0,57,0.47,6,"<Group(symbol=IIIB, name=)>","<Group(symbol=IIIB, name=)>",3,0,1
La3+ + 3e- → La,-2.522,La,Lanthanum,57,138.90547,195.0,180.0,57,0.47,6,"<Group(symbol=IIIB, name=)>","<Group(symbol=IIIB, name=)>",3,0,0
Li+ + e- → Li,-3.045,Li,Lithium,3,6.94,145.0,133.0,3,0.618049,2,"<Group(symbol=IA, name=Alkali metals)>","<Group(symbol=IA, name=Alkali metals)>",1,0,0
Lr3+ + 3e- → Lr,-1.96,Lr,Lawrencium,103,262.0,,161.0,103,,7,,,3,0,0
Lu3+ + 3e- → Lu,-2.28,Lu,Lutetium,71,174.9668,175.0,162.0,71,0.34,6,,,3,0,0
Md3+ + 3e- → Md,-1.65,Md,Mendelevium,101,258.0,,173.0,101,,7,,,3,0,0
Mg(OH)2 + 2e- → Mg + 2OH-,-2.69,Mg,Magnesium,12,24.305,150.0,139.0,12,,3,"<Group(symbol=IIA, name=Alkaline earths)>","<Group(symbol=IIA, name=Alkaline earths)>",2,0,1
Mg2+ + 2e- → Mg,-2.363,Mg,Magnesium,12,24.305,150.0,139.0,12,,3,"<Group(symbol=IIA, name=Alkaline earths)>","<Group(symbol=IIA, name=Alkaline earths)>",2,0,0
Mg(OH)2 + 2H+ + 2e- → Mg + 2H2O,-1.862,Mg,Magnesium,12,24.305,150.0,139.0,12,,3,"<Group(symbol=IIA, name=Alkaline earths)>","<Group(symbol=IIA, name=Alkaline earths)>",2,-1,0
Mn(OH)2 + 2e- → Mn + 2OH-,-1.55,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,0,1
MnCO3 + 2e- → Mn + CO32-,-1.48,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,0,0
Mn2+ + 2e- → Mn,-1.179,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,0,0
Mn(OH)2 + 2H+ + 2e- → Mn + 2H2O,-0.727,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,-1,0
[Mn(CN)6]3- + e- → [Mn(CN)6]4-,-0.244,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,0,0
Mn(OH)3 + e- → Mn(OH)2 + OH-,0.1,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,0,1
MnO4- + e- → MnO42-,0.564,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,0,0
MnO4- + 2H2O + 3e- → MnO2 + 4OH-,0.6,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",3,0,1
MnO2 + 4H+ + 2e- → Mn2+ + 2H2O,1.228,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,-1,0
Mn2O3 + 6H+ + 2e- → 2Mn2+ + 3H2O,1.443,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,-1,0
MnO4- + 8H+ + 5e- → Mn2+ + 4H2O,1.507,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",5,-1,0
Mn3+ + e- → Mn2+,1.509,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,0,0
MnO4- + 4H+ + 3e- → MnO2 + 2H2O,1.692,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",3,-1,0
Mn3O4 + 8H+ + 2e- → 3Mn2+ + 4H2O,1.75,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,-1,0
Mn(OH)3 + 3H+ + e- → Mn2+ + 3H2O,1.84,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",1,-1,0
MnO42- + 4H+ + 2e- → MnO2 + 2H2O,2.257,Mn,Manganese,25,54.938044,140.0,119.0,25,,4,"<Group(symbol=VIIB, name=)>","<Group(symbol=VIIB, name=)>",2,-1,0
MoO42- + 4H2O + 6e- → Mo + 8OH-,-1.05,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",6,0,1
Mo3+ + 3e- → Mo,-0.2,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",3,0,0
MoO2 + 4H+ + 4e- → Mo + 2H2O,-0.072,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",4,-1,0
MoO2+ + 4H+ + 2e- → Mo3+ + 2H2O,0.0,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",2,-1,0
H2MoO4 + 6H+ + 6e- → Mo + 4H2O,0.0,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",6,-1,0
MoO42- + 8H+ + 6e- → Mo + 4H2O,0.154,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",6,-1,0
MoO3 + 2H+ + 2e- → MoO2 + H2O,0.32,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",2,-1,0
H2MoO4 + 2H+ + 2e- → MoO2 + 2H2O,0.39,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",2,-1,0
MoO22+ + e- → MoO2+,0.48,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",1,0,0
MoO42- + 4H+ + 2e- → MoO2 + 2H2O,0.606,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",2,-1,0
[Mo(CN)6]3- + e- → [Mo(CN)6]4-,0.725,Mo,Molybdenum,42,95.95,145.0,138.0,42,0.748,5,"<Group(symbol=VIB, name=)>","<Group(symbol=VIB, name=)>",1,0,0
3N2 + 2e- → 2N3-,-3.4,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,0,0
3N2 + 2H+ + 2e- → 2HN3,-3.1,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,-1,0
N2 + 4H2O + 2e- → 2NH2OH + 2OH-,-3.04,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,0,1
N2 + 2H2O + 4H+ + 2e- → 2NH2OH·H+,-1.87,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,-1,-1
N2 + 4H2O + 4e- → N2H4 + 4OH-,-1.16,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",4,0,1
NO3- + H2O + e- → NO2 + 2OH-,-0.86,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",1,0,1
N2 + 8H2O + 6e- → 2NH4OH + 6OH-,-0.74,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,0,1
N3- + 7H2O + 6e- → N2H4 + NH3 + 7OH-,-0.62,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,0,1
NO2- + H2O + e- → NO + 2OH-,-0.46,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",1,0,1
N2 + 5H+ + 4e- → N2H4·H+,-0.23,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",4,-1,-1
NO2- + 6H2O + 6e- → NH4OH + 7OH-,-0.15,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,0,1
NO3- + 2H2O + 3e- → NO + 4OH-,-0.14,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",3,0,1
NO3- + 7H2O + 8e- → NH4OH + 9OH-,-0.12,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",8,0,1
NO3- + H2O + 2e- → NO2- + 2OH-,0.01,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,0,1
N2 + 6H+ + 6e- → 2NH3,0.057,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,-1,0
N2H4 + 4H2O + 2e- → 2NH4OH + 2OH-,0.1,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,0,1
N2 + 8H+ + 6e- → 2NH4+,0.275,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,-1,0
2NO2- + 4H2O + 6e- → N2 + 8OH-,0.41,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,0,1
NH2OH + 2H2O + 2e- → NH4OH + 2OH-,0.42,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,0,1
H2N2O2 + 6H+ + 4e- → 2NH2OH·H+,0.5,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",4,-1,-1
2NO2 + 4H2O + 8e- → N2 + 8OH-,0.53,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",8,0,1
HN3 + 11H+ + 8e- → 3NH4+,0.69,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",8,-1,0
NO3- + 8H+ + 6e- → NH2OH·H+ + 2H2O,0.73,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,-1,-1
NO3- + 2H+ + e- → NO2 + H2O,0.78,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",1,-1,0
2HNO2 + 4H+ + 4e- → H2N2O2 + 2H2O,0.83,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",4,-1,0
2NO3- + 17H+ + 14e- → N2H4·H+ + 6H2O,0.84,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",14,-1,-1
2NO + 2H2O + 4e- → N2 + 4OH-,0.85,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",4,0,1
HNO2 + 7H+ + 6e- → NH4+ + 2H2O,0.864,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",6,-1,0
NO3- + 10H+ + 8e- → NH4+ + 3H2O,0.87,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",8,-1,0
NO2 + e- → NO2-,0.88,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",1,0,0
N2O + H2O + 2e- → N2 + 2OH-,0.94,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,0,1
NO3- + 3H+ + 2e- → HNO2 + H2O,0.94,N,Nitrogen,7,14.007,65.0,71.0,7,-1.4,2,"<Group(symbol=VA, name=Pnictogens)>","<Group(symbol=VA, name=Pnictogens)>",2,-1,0
